ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País/Região;Região;Iddoproduto;Categoria;Sub-categoria;Nomedoproduto;Custo;Vendas;Quantidade;Desconto;Lucro;Meta
7994;MX-2021-113369;05/03/2021;07/03/2021;Segunda classe;OA-19345;Otávio Alves;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10002233;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Econômico;1,03;7,42;3;0,4;20,9;61,78
7995;MX-2021-113369;05/03/2021;07/03/2021;Segunda classe;OA-19345;Otávio Alves;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10000085;Móveis;Cadeiras;Novimex Banqueta, Preto;955,23;5184,96;4;0,4;975,1;1970,18
7998;MX-2018-114685;25/11/2018;27/11/2018;Segunda classe;AG-10315;Alice Gomes;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-FI-10002233;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Econômico;1,03;28,82;3;0;20,9;61,78
7999;MX-2018-114685;25/11/2018;27/11/2018;Segunda classe;AG-10315;Alice Gomes;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-FI-10004261;Material de escritório;Fichários;Ibico Capa para fichário, Durável;77,03;291,22;5;0;96,9;213,78
8000;MX-2018-114685;25/11/2018;27/11/2018;Segunda classe;AG-10315;Alice Gomes;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-FI-10004886;Material de escritório;Fichários;Ibico Encadernadora, Reciclado;214,43;1237,42;5;0;234,3;488,58
8002;MX-2019-137561;04/12/2019;08/12/2019;Classe padrão;LF-17200;Letícia Fernandes;Grande Empresa;Rancagua;Libertador General Bernardo O'Higgins;Chile;Sul;MÓV-CA-10001371;Móveis;Cadeiras;SAFCO Poltrona, Vermelho;2997,83;12304,8;2;0;3017,7;6055,38
8005;MX-2019-137561;04/12/2019;08/12/2019;Classe padrão;LF-17200;Letícia Fernandes;Grande Empresa;Rancagua;Libertador General Bernardo O'Higgins;Chile;Sul;MAT-FI-10001330;Material de escritório;Fichários;Avery Encadernadora, Econômico;178,43;234,62;2;0;198,3;416,58
8006;MX-2019-137561;04/12/2019;08/12/2019;Classe padrão;LF-17200;Letícia Fernandes;Grande Empresa;Rancagua;Libertador General Bernardo O'Higgins;Chile;Sul;MÓV-CA-10001371;Móveis;Cadeiras;SAFCO Poltrona, Vermelho;2997,83;12304,8;2;0;3017,7;6055,38
8009;MX-2020-132654;11/10/2020;16/10/2020;Classe padrão;SC-20260;Samuel Cavalcanti;Grande Empresa;Milpa Alta;Distrito Federal;México;Norte;MAT-FI-10003646;Material de escritório;Fichários;Cardinal Encadernadora, Econômico;275,03;717,42;4;0;294,9;609,78
8017;MX-2021-130659;10/09/2021;15/09/2021;Classe padrão;SP-20620;Sophia Pereira;Grande Empresa;Puebla;Puebla;México;Norte;MÓV-CA-10004326;Móveis;Cadeiras;Novimex Cadeira de balanço, Par;553,43;2851,84;2;0,2;573,3;1166,58
8018;MX-2021-130659;10/09/2021;15/09/2021;Classe padrão;SP-20620;Sophia Pereira;Grande Empresa;Puebla;Puebla;México;Norte;MÓV-CA-10002854;Móveis;Cadeiras;Novimex Protetor de piso, Preto;321,03;1725,12;3;0,2;340,9;701,78
8021;MX-2021-104486;08/08/2021;12/08/2021;Classe padrão;ES-13435;Emilly Silva;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-CA-10003998;Móveis;Cadeiras;SAFCO Banqueta, Preto;1086,43;5296,32;3;0,2;1106,3;2232,58
8025;MX-2021-104486;08/08/2021;12/08/2021;Classe padrão;ES-13435;Emilly Silva;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-ES-10004961;Móveis;Estantes;Safco Estante tradicional, Tradicional;1706,43;5290,42;5;0,4;1726,3;3472,58
8034;MX-2020-118269;25/08/2020;31/08/2020;Classe padrão;LF-17695;Luis Fernandes;Varejo;Tlalnepantla;México;México;Norte;MAT-FI-10002974;Material de escritório;Fichários;Acco Capa para fichário, Transparente;30,03;34,58;1;0;49,9;119,78
8036;US-2020-144631;30/10/2020;04/11/2020;Classe padrão;NR-19255;Nicolash Rocha;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10004178;Móveis;Cadeiras;Harbour Creations Cadeira de balanço, Preto;677,43;1157,28;1;0,4;697,3;1414,58
8038;US-2021-102827;16/09/2021;20/09/2021;Classe padrão;RC-19810;Raissa Carvalho;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-ES-10000278;Móveis;Estantes;Safco Estante, Metal;745,03;362,26;2;0,4;764,9;1549,78
8041;MX-2020-162761;17/09/2020;22/09/2020;Classe padrão;LC-16765;Lavinia Cardoso;Varejo;Mixco;Guatemala;Guatemala;Central;MÓV-CA-10004196;Móveis;Cadeiras;Harbour Creations Cadeira de praia, Preto;298,83;1578,4;2;0;318,7;657,38
8052;US-2020-113866;05/06/2020;11/06/2020;Classe padrão;VA-21130;Vinícius Almeida;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-FI-10000452;Material de escritório;Fichários;Ibico Reforço para fichário, Transparente;8,03;139,22;5;0;27,9;75,78
8054;MX-2020-151057;20/06/2020;25/06/2020;Segunda classe;SA-20440;Sofia Almeida;Grande Empresa;Ciudad Juárez;Chihuahua;México;Norte;MAT-FI-10002381;Material de escritório;Fichários;Acco Divisórias, Reciclado;29,63;0,22;2;0;49,5;118,98
8062;MX-2021-113586;18/11/2021;18/11/2021;No mesmo dia;GB-14890;Guilherme Barros;Grande Empresa;Maceió;Alagoas;Brasil;Sul;MÓV-ES-10004807;Móveis;Estantes;Dania Estante tradicional, Branco;2242,43;965,82;2;0;2262,3;4544,58
8068;MX-2021-101826;15/10/2021;19/10/2021;Classe padrão;RC-19630;Rafael Castro;Grande Empresa;Santos;São Paulo;Brasil;Sul;MÓV-ES-10000624;Móveis;Estantes;Ikea Estante tradicional, Branco;2137,43;1572,78;1;0;2157,3;4334,58
8071;MX-2019-115224;23/12/2019;27/12/2019;Segunda classe;RP-19765;Rafaela Pereira;Grande Empresa;Tijuana;Baixa Califórnia;México;Norte;MÓV-ES-10000749;Móveis;Estantes;Sauder Conjunto de pratelheiras, Metal;707,63;7838,94;9;0,2;727,5;1474,98
8073;MX-2020-144400;02/11/2020;09/11/2020;Classe padrão;BG-11155;Beatriz Goncalves;Varejo;Cárdenas;Matanzas;Cuba;Caribe;MAT-FI-10000640;Material de escritório;Fichários;Acco Perfurador, Econômico;167,83;6,22;2;0;187,7;395,38
8081;US-2019-108917;04/12/2019;06/12/2019;Segunda classe;CP-12205;Carla Pinto;Varejo;Santa Fé;Santa Fé;Argentina;Sul;MÓV-ES-10000191;Móveis;Estantes;Safco Conjunto de pratelheiras, Metal;1278,03;1830,98;1;0,4;1297,9;2615,78
8093;MX-2020-119137;15/06/2020;18/06/2020;Primeira classe;RD-19735;Rafaela Dias;Varejo;Bayamo;Granma;Cuba;Caribe;MÓV-CA-10001755;Móveis;Cadeiras;Novimex Cadeira dobrável, Preto;275,63;3192;3;0;295,5;610,98
8099;US-2021-136679;04/06/2021;08/06/2021;Classe padrão;BM-11455;Brenda Melo;Pequenas e Medias Empresas;San Luis Potosí;San Luis Potosí;México;Norte;MÓV-CA-10002428;Móveis;Cadeiras;HON Cadeira de balanço, Vermelho;793,03;2786,56;2;0,2;812,9;1645,78
8104;MX-2020-117408;20/09/2020;25/09/2020;Classe padrão;VM-21505;Vitor Melo;Varejo;Choloma;Cortés;Honduras;Central;MÓV-ES-10003175;Móveis;Estantes;Ikea Conjunto de pratelheiras, Metal;945,23;2804,22;7;0,4;965,1;1950,18
8107;MX-2020-131842;20/03/2020;24/03/2020;Classe padrão;LA-17830;Luiz Almeida;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MÓV-ES-10004807;Móveis;Estantes;Dania Estante tradicional, Branco;2242,43;11986,62;6;0;2262,3;4544,58
8108;MX-2020-131842;20/03/2020;24/03/2020;Classe padrão;LA-17830;Luiz Almeida;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MÓV-CA-10001610;Móveis;Cadeiras;Office Star Cadeira de praia, Ajustável;211,03;2317,2;3;0;230,9;481,78
8109;MX-2020-131842;20/03/2020;24/03/2020;Classe padrão;LA-17830;Luiz Almeida;Varejo;Santa Ana;Santa Ana;El Salvador;Central;MAT-FI-10001408;Material de escritório;Fichários;Avery Encadernadora, Transparente;301,83;19,38;2;0;321,7;663,38
8115;US-2020-105354;12/09/2020;17/09/2020;Classe padrão;MO-18265;Mariana Oliveira;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-CA-10001262;Móveis;Cadeiras;Novimex Protetor de piso, Ajustável;332,23;5020,16;8;0,2;352,1;724,18
8117;MX-2021-156867;07/02/2021;11/02/2021;Segunda classe;PA-19435;Paulo Araujo;Varejo;Iguala de la Independencia;Guerrero;México;Norte;MÓV-ES-10003326;Móveis;Estantes;Safco Estante tradicional, Metal;2433,83;13743,98;8;0,2;2453,7;4927,38
8120;MX-2020-102337;21/12/2020;26/12/2020;Classe padrão;GB-15010;Gustavo Barbosa;Grande Empresa;Tampico;Tamaulipas;México;Norte;MÓV-CA-10002542;Móveis;Cadeiras;HON Protetor de piso, Par;195,03;1232,64;2;0,2;214,9;449,78
8126;MX-2019-133214;28/10/2019;30/10/2019;Primeira classe;LM-17410;Luan Martins;Varejo;San Salvador;San Salvador;El Salvador;Central;MÓV-CA-10001262;Móveis;Cadeiras;Novimex Protetor de piso, Ajustável;332,23;3137,6;4;0;352,1;724,18
8127;MX-2018-159856;10/12/2018;14/12/2018;Classe padrão;NL-19270;Nicole Lima;Grande Empresa;Spanish Town;Saint Catherine;Jamaica;Caribe;MAT-FI-10003491;Material de escritório;Fichários;Cardinal Reforço para fichário, Econômico;17,63;23,78;2;0;37,5;94,98
8133;MX-2019-112144;26/05/2019;28/05/2019;Segunda classe;EC-13165;Eduarda Carvalho;Grande Empresa;Managua;Managua;Nicarágua;Central;MÓV-ES-10001014;Móveis;Estantes;Sauder Estante tradicional, Branco;2438,83;9679,62;5;0;2458,7;4937,38
8139;MX-2021-145618;05/12/2021;10/12/2021;Classe padrão;AP-10405;Aline Pinto;Grande Empresa;Reynosa;Tamaulipas;México;Norte;MAT-FI-10000063;Material de escritório;Fichários;Avery Pasta argolada, Transparente;48,23;8,62;2;0;68,1;156,18
8153;MX-2020-145275;19/12/2020;21/12/2020;Segunda classe;VS-21355;Vinicius Silva;Pequenas e Medias Empresas;Colima;Colima;México;Norte;MÓV-ES-10002183;Móveis;Estantes;Safco Estante, Tradicional;718,03;701,22;1;0,2;737,9;1495,78
8164;MX-2021-162117;02/06/2021;05/06/2021;Primeira classe;EF-13510;Emily Fernandes;Grande Empresa;Morón;Ciego de Ávila;Cuba;Caribe;MAT-FI-10003013;Material de escritório;Fichários;Avery Reforço para fichário, Reciclado;0,63;129,82;6;0;20,5;60,98
8166;US-2021-126669;04/03/2021;06/03/2021;Segunda classe;VS-21355;Vinicius Silva;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10004178;Móveis;Cadeiras;Harbour Creations Cadeira de balanço, Preto;677,43;3471,84;3;0,4;697,3;1414,58
8171;US-2021-160374;27/06/2021;30/06/2021;Primeira classe;RA-19600;Rafael Alves;Varejo;Cajamarca;Cajamarca;Peru;Sul;MÓV-CA-10003272;Móveis;Cadeiras;Office Star Protetor de piso, Preto;194,43;1521,36;3;0,4;214,3;448,58
8172;MX-2020-137680;12/03/2020;14/03/2020;Segunda classe;MA-18880;Melissa Azevedo;Varejo;Puebla;Puebla;México;Norte;MÓV-ES-10004190;Móveis;Estantes;Ikea Conjunto de pratelheiras, Preto;658,43;7780,22;10;0,2;678,3;1376,58
8174;MX-2020-137680;12/03/2020;14/03/2020;Segunda classe;MA-18880;Melissa Azevedo;Varejo;Puebla;Puebla;México;Norte;MÓV-CA-10004997;Móveis;Cadeiras;SAFCO Poltrona, Par;2796,03;4945,92;1;0,2;2815,9;5651,78
8185;US-2019-157056;02/05/2019;07/05/2019;Segunda classe;DF-12820;Davi Ferreira;Grande Empresa;Arraiján;Panamá;Panamá;Central;MAT-FI-10003101;Material de escritório;Fichários;Wilson Jones Perfurador, Transparente;100,23;40,58;2;0,4;120,1;260,18
8193;MX-2018-165162;24/03/2018;30/03/2018;Classe padrão;FG-14155;Fábio Gomes;Varejo;Orizaba;Veracruz;México;Norte;MÓV-ES-10001953;Móveis;Estantes;Safco Biblioteca, Preto;1547,63;1017,18;2;0,2;1567,5;3154,98
8194;US-2018-154515;23/12/2018;28/12/2018;Classe padrão;GR-14695;Giovana Rocha;Grande Empresa;Córdoba;Córdoba;Argentina;Sul;MAT-FI-10000581;Material de escritório;Fichários;Ibico Perfurador, Reciclado;118,63;173,74;2;0,7;138,5;296,98
8202;US-2019-123876;09/09/2019;13/09/2019;Classe padrão;SR-20575;Sofia Rocha;Varejo;El Progreso;Yoro;Honduras;Central;MÓV-ES-10002917;Móveis;Estantes;Safco Estante, Branco;720,43;923,42;4;0,4;740,3;1500,58
8207;MX-2020-138891;22/09/2020;25/09/2020;Primeira classe;VC-21625;Vitória Carvalho;Varejo;Querétaro;Querétaro;México;Norte;MÓV-ES-10002342;Móveis;Estantes;Safco Par, Tradicional;531,23;325,06;1;0,2;551,1;1122,18
8213;US-2021-150665;07/10/2021;13/10/2021;Classe padrão;DM-12910;Diego Melo;Pequenas e Medias Empresas;San José de Guanipa;Anzoátegui;Venezuela;Sul;MAT-FI-10000562;Material de escritório;Fichários;Wilson Jones Encadernadora, Reciclado;288,83;242,82;2;0,4;308,7;637,38
8215;MX-2020-118682;11/06/2020;13/06/2020;Primeira classe;FC-14125;Fábio Castro;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;MÓV-CA-10004202;Móveis;Cadeiras;Office Star Banqueta, Par;1016,83;9396,8;4;0;1036,7;2093,38
8230;MX-2020-106271;04/10/2020;05/10/2020;Primeira classe;KF-16435;Kauan Ferreira;Varejo;Chihuahua;Chihuahua;México;Norte;MAT-FI-10001532;Material de escritório;Fichários;Acco Pasta argolada, Econômico;53,83;236,62;4;0;73,7;167,38
8233;MX-2019-169663;28/12/2019;04/01/2020;Classe padrão;LB-16750;Lavinia Barros;Varejo;Hermosillo;Sonora;México;Norte;MÓV-ES-10004839;Móveis;Estantes;Dania Estante, Tradicional;558,63;119,98;2;0,2;578,5;1176,98
8236;US-2021-151834;23/07/2021;25/07/2021;Primeira classe;LO-16840;Lavinia Oliveira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-FI-10000469;Material de escritório;Fichários;Acco Reforço para fichário, Econômico;20,03;46,5;4;0,7;39,9;99,78
8237;US-2021-165799;30/09/2021;02/10/2021;Primeira classe;MC-17980;Manuela Cunha;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10004486;Móveis;Cadeiras;HON Cadeira dobrável, Preto;383,43;1263,84;2;0,4;403,3;826,58
8239;MX-2019-139276;20/10/2019;25/10/2019;Classe padrão;CC-12040;Camila Costa;Pequenas e Medias Empresas;Culiacán;Sinaloa;México;Norte;MÓV-ES-10000146;Móveis;Estantes;Sauder Par, Branco;612,43;1911,58;4;0,2;632,3;1284,58
8245;MX-2019-128636;16/05/2019;18/05/2019;Primeira classe;EP-13705;Enzo Pinto;Grande Empresa;Tlalnepantla;México;México;Norte;MÓV-ES-10002598;Móveis;Estantes;Safco Par, Preto;807,63;870,66;1;0,2;827,5;1674,98
8252;MX-2018-109596;06/05/2018;12/05/2018;Classe padrão;MC-18835;Matilde Cardoso;Grande Empresa;Managua;Managua;Nicarágua;Central;MÓV-ES-10002848;Móveis;Estantes;Safco Par, Metal;598,63;1721,42;3;0;618,5;1256,98
8255;MX-2020-136035;24/03/2020;31/03/2020;Classe padrão;RP-19780;Rafaela Pinto;Varejo;Guanajuato;Guanajuato;México;Norte;MAT-FI-10000154;Material de escritório;Fichários;Wilson Jones Encadernadora, Transparente;234,83;116,22;2;0;254,7;529,38
8256;MX-2020-136035;24/03/2020;31/03/2020;Classe padrão;RP-19780;Rafaela Pinto;Varejo;Guanajuato;Guanajuato;México;Norte;MAT-FI-10001873;Material de escritório;Fichários;Avery Encadernadora, Durável;271,83;403,42;3;0;291,7;603,38
8269;MX-2020-169054;13/08/2020;18/08/2020;Classe padrão;CP-12400;Carolina Pinto;Pequenas e Medias Empresas;Contramaestre;Santiago de Cuba;Cuba;Caribe;MÓV-ES-10004894;Móveis;Estantes;Ikea Biblioteca, Branco;1934,63;8268,02;5;0;1954,5;3928,98
8271;MX-2018-115651;21/05/2018;23/05/2018;Segunda classe;ES-13270;Eduarda Silva;Pequenas e Medias Empresas;Trujillo;La Libertad;Peru;Sul;MAT-FI-10002195;Material de escritório;Fichários;Acco Pasta argolada, Durável;38,63;3,78;2;0,4;58,5;136,98
8276;US-2019-122658;24/11/2019;28/11/2019;Classe padrão;TC-20935;Tomás Cardoso;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-FI-10004134;Material de escritório;Fichários;Avery Divisórias, Durável;16,63;77,32;1;0,7;36,5;92,98
8277;US-2019-122658;24/11/2019;28/11/2019;Classe padrão;TC-20935;Tomás Cardoso;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-FI-10003063;Material de escritório;Fichários;Avery Capa para fichário, Transparente;30,23;57;3;0,7;50,1;120,18
8281;US-2019-122658;24/11/2019;28/11/2019;Classe padrão;TC-20935;Tomás Cardoso;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-CA-10002043;Móveis;Cadeiras;Office Star Cadeira dobrável, Preto;304,63;714,24;1;0,4;324,5;668,98
8294;MX-2021-108532;03/06/2021;05/06/2021;Primeira classe;CC-12160;Carla Costa;Varejo;Managua;Managua;Nicarágua;Central;MÓV-ES-10003323;Móveis;Estantes;Safco Estante tradicional, Preto;2854,43;17671,42;8;0;2874,3;5768,58
8301;MX-2019-101539;29/11/2019;01/12/2019;Primeira classe;LO-17890;Luiza Oliveira;Pequenas e Medias Empresas;Montes Claros;Minas Gerais;Brasil;Sul;MAT-FI-10002102;Material de escritório;Fichários;Ibico Reforço para fichário, Econômico;29,63;347,02;10;0;49,5;118,98
8303;US-2021-152009;27/12/2021;30/12/2021;Segunda classe;BM-11725;Bruna Martins;Varejo;Ciudad Choluteca;Choluteca;Honduras;Central;MAT-FI-10003284;Material de escritório;Fichários;Cardinal Pasta argolada, Transparente;59,23;18,7;3;0,4;79,1;178,18
8306;US-2021-152009;27/12/2021;30/12/2021;Segunda classe;BM-11725;Bruna Martins;Varejo;Ciudad Choluteca;Choluteca;Honduras;Central;MÓV-ES-10003148;Móveis;Estantes;Dania Gaveteiro, Preto;792,23;640,62;4;0,4;812,1;1644,18
8308;US-2019-151736;17/11/2019;21/11/2019;Classe padrão;LB-16930;Leonardo Barros;Grande Empresa;Guanajuato;Guanajuato;México;Norte;MÓV-CA-10003783;Móveis;Cadeiras;Office Star Cadeira de praia, Par;302,43;2461,44;4;0,2;322,3;664,58
8311;US-2021-104094;07/10/2021;10/10/2021;Primeira classe;LO-16840;Lavinia Oliveira;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-ES-10003508;Móveis;Estantes;Bush Conjunto de pratelheiras, Preto;811,63;302,02;2;0,4;831,5;1682,98
8313;US-2019-125129;31/10/2019;06/11/2019;Classe padrão;PA-19435;Paulo Araujo;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-FI-10003491;Material de escritório;Fichários;Cardinal Reforço para fichário, Econômico;17,63;30,9;3;0,4;37,5;94,98
8315;MX-2019-138268;13/09/2019;17/09/2019;Classe padrão;AM-10615;Ana Martins;Grande Empresa;San Salvador;San Salvador;El Salvador;Central;MAT-FI-10003288;Material de escritório;Fichários;Acco Encadernadora, Durável;169,03;47,18;1;0;188,9;397,78
8317;MX-2020-137029;07/09/2020;09/09/2020;Primeira classe;TR-20770;Tânia Ribeiro;Grande Empresa;Ilhéus;Bahia;Brasil;Sul;MÓV-CA-10002419;Móveis;Cadeiras;HON Cadeira de praia, Par;207,43;1896;3;0;227,3;474,58
8319;US-2020-121181;21/12/2020;25/12/2020;Segunda classe;EC-13285;Eduardo Cardoso;Varejo;San Pedro Sula;Cortés;Honduras;Central;MÓV-ES-10004629;Móveis;Estantes;Bush Estante, Preto;549,23;340,14;3;0,4;569,1;1158,18
8320;US-2020-121181;21/12/2020;25/12/2020;Segunda classe;EC-13285;Eduardo Cardoso;Varejo;San Pedro Sula;Cortés;Honduras;Central;MAT-FI-10002905;Material de escritório;Fichários;Cardinal Pasta argolada, Econômico;30,23;9,54;2;0,4;50,1;120,18
8322;MX-2021-119508;16/08/2021;21/08/2021;Classe padrão;BC-11665;Bruna Cunha;Varejo;Sapucaia do Sul;Rio Grande do Sul;Brasil;Sul;MÓV-ES-10002320;Móveis;Estantes;Ikea Biblioteca, Metal;2087,63;3022,02;3;0;2107,5;4234,98
8326;US-2018-159569;24/12/2018;28/12/2018;Classe padrão;LM-17410;Luan Martins;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-CA-10001218;Móveis;Cadeiras;Office Star Protetor de piso, Par;246,43;726,08;1;0,2;266,3;552,58
8327;MX-2019-103037;12/09/2019;15/09/2019;Segunda classe;IB-15310;Isabella Barbosa;Grande Empresa;Quetzaltenango;Quezaltenango;Guatemala;Central;MÓV-ES-10003589;Móveis;Estantes;Sauder Estante, Tradicional;727,03;443,82;2;0;746,9;1513,78
8330;MX-2020-115532;16/07/2020;16/07/2020;No mesmo dia;GG-14410;Gabriel Gomes;Pequenas e Medias Empresas;Mexicali;Baixa Califórnia;México;Norte;MÓV-CA-10002605;Móveis;Cadeiras;Office Star Poltrona, Ajustável;2301,43;15037,44;3;0,2;2321,3;4662,58
8333;MX-2021-112039;09/12/2021;09/12/2021;No mesmo dia;TR-20785;Tânia Rodrigues;Varejo;Ciudad Acuña;Coahuila;México;Norte;MÓV-CA-10004178;Móveis;Cadeiras;Harbour Creations Cadeira de balanço, Preto;677,43;7715,2;5;0,2;697,3;1414,58
8338;MX-2021-110310;22/10/2021;27/10/2021;Classe padrão;CS-12415;Carolina Silva;Varejo;Arraiján;Panamá;Panamá;Central;MÓV-ES-10000101;Móveis;Estantes;Safco Gaveteiro, Metal;1015,43;1417,38;1;0,4;1035,3;2090,58
8343;MX-2018-105564;07/03/2018;10/03/2018;Segunda classe;RR-19930;Rebeca Ribeiro;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MAT-FI-10000564;Material de escritório;Fichários;Avery Reforço para fichário, Durável;15,03;10,98;2;0;34,9;89,78
8347;US-2021-116862;17/12/2021;21/12/2021;Classe padrão;AM-10525;Amanda Melo;Grande Empresa;Irapuato;Guanajuato;México;Norte;MÓV-CA-10002735;Móveis;Cadeiras;HON Poltrona, Preto;2499,23;33951,68;7;0,2;2519,1;5058,18
8348;US-2021-102526;19/12/2021;23/12/2021;Classe padrão;MS-18370;Marina Santos;Varejo;Chetumal;Quintana Roo;México;Norte;MÓV-CA-10001109;Móveis;Cadeiras;HON Cadeira dobrável, Ajustável;436,23;1790,08;2;0,2;456,1;932,18
8349;US-2021-102526;19/12/2021;23/12/2021;Classe padrão;MS-18370;Marina Santos;Varejo;Chetumal;Quintana Roo;México;Norte;MAT-FI-10003225;Material de escritório;Fichários;Ibico Reforço para fichário, Reciclado;20,43;46,42;3;0;40,3;100,58
8353;MX-2021-160738;10/12/2021;15/12/2021;Classe padrão;SC-20275;Samuel Costa;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-FI-10000337;Material de escritório;Fichários;Cardinal Divisórias, Durável;22,83;303,42;7;0;42,7;105,38
8354;MX-2021-160738;10/12/2021;15/12/2021;Classe padrão;SC-20275;Samuel Costa;Varejo;São Paulo;São Paulo;Brasil;Sul;MÓV-ES-10004288;Móveis;Estantes;Bush Estante tradicional, Preto;1446,03;10849,22;5;0;1465,9;2951,78
8355;MX-2021-160738;10/12/2021;15/12/2021;Classe padrão;SC-20275;Samuel Costa;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-FI-10000309;Material de escritório;Fichários;Avery Capa para fichário, Econômico;48,03;213,22;5;0;67,9;155,78
8374;MX-2021-127082;26/08/2021;01/09/2021;Classe padrão;PD-19465;Pedro Dias;Pequenas e Medias Empresas;Nova Serrana;Minas Gerais;Brasil;Sul;MÓV-ES-10003082;Móveis;Estantes;Bush Par, Branco;455,43;716,22;2;0;475,3;970,58
8378;MX-2020-109981;04/12/2020;05/12/2020;Primeira classe;BB-11785;Bruno Barbosa;Varejo;Milpa Alta;Distrito Federal;México;Norte;MAT-FI-10002974;Material de escritório;Fichários;Acco Capa para fichário, Transparente;30,03;476,62;7;0;49,9;119,78
8382;US-2021-160591;08/12/2021;14/12/2021;Classe padrão;CS-11950;Caio Souza;Grande Empresa;Belo Horizonte;Minas Gerais;Brasil;Sul;MÓV-CA-10003821;Móveis;Cadeiras;Office Star Cadeira dobrável, Ajustável;485,43;1507,2;3;0,6;505,3;1030,58
8383;US-2018-126151;22/10/2018;26/10/2018;Classe padrão;DM-12655;Daniel Martins;Pequenas e Medias Empresas;Tijuana;Baixa Califórnia;México;Norte;MÓV-CA-10000737;Móveis;Cadeiras;Novimex Cadeira de balanço, Vermelho;692,83;2803,84;2;0,2;712,7;1445,38
8384;US-2018-126151;22/10/2018;26/10/2018;Classe padrão;DM-12655;Daniel Martins;Pequenas e Medias Empresas;Tijuana;Baixa Califórnia;México;Norte;MÓV-CA-10002043;Móveis;Cadeiras;Office Star Cadeira dobrável, Preto;304,63;2856,96;3;0,2;324,5;668,98
8386;MX-2020-140914;08/05/2020;13/05/2020;Segunda classe;AR-10435;Aline Rodrigues;Pequenas e Medias Empresas;Cidade do Panamá;Panamá;Panamá;Central;MAT-FI-10003013;Material de escritório;Fichários;Avery Reforço para fichário, Reciclado;0,63;15,34;4;0,4;20,5;60,98
8397;US-2021-152919;13/06/2021;20/06/2021;Classe padrão;AB-10255;Alice Barbosa;Pequenas e Medias Empresas;Cidade do Panamá;Panamá;Panamá;Central;MÓV-ES-10004287;Móveis;Estantes;Bush Estante tradicional, Tradicional;2624,23;2006,74;2;0,4;2644,1;5308,18
8399;MX-2020-152485;16/10/2020;21/10/2020;Classe padrão;IA-15100;Igor Araujo;Varejo;Los Mochis;Sinaloa;México;Norte;MÓV-CA-10001949;Móveis;Cadeiras;HON Poltrona, Ajustável;2158,63;34319,04;7;0,2;2178,5;4376,98
8404;MX-2019-156482;27/12/2019;29/12/2019;Primeira classe;SC-20275;Samuel Costa;Grande Empresa;Poza Rica de Hidalgo;Veracruz;México;Norte;MAT-FI-10002581;Material de escritório;Fichários;Acco Pasta argolada, Transparente;45,43;44,22;2;0;65,3;150,58
8405;MX-2021-133298;11/04/2021;17/04/2021;Classe padrão;MC-18070;Marcos Cunha;Pequenas e Medias Empresas;Zapopan;Jalisco;México;Norte;MAT-FI-10003481;Material de escritório;Fichários;Cardinal Reforço para fichário, Transparente;7,83;52,62;4;0;27,7;75,38
8408;MX-2021-148243;30/10/2021;05/11/2021;Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;MÓV-CA-10001700;Móveis;Cadeiras;Novimex Cadeira dobrável, Vermelho;531,23;3289,2;3;0;551,1;1122,18
